,index,Textstelle,Metapher,Kandidat,Nein,Metapher?,Fokus,Rahmen,Annotator,orig,lang,Backtranslation
3390,194,"In dem Moment, in dem Sperma und Eizellen im Mutterleib zu einer Zelle verschmelzen, wird die Statue gegossen, sagt Hegar, und als Nächstes passiert nur eine feinere Vertiefung und Jagd.",5,0,0,Metapher,"{'die', 'Ausarbeitung', 'Statue', 'ind', 'gegossen', 'feinere', 'ist', 'Ziselierung'}","['zu einer Zelle verschmelzen', 'Zelle verschmelzen', 'In dem Moment, wo sperma und ovum (..) verschmelzen', 'und was noch weiter geschieht', 'zu einer Zelle verschmelzen']","['B', 'A', 'P', 'K', 'GoldStandard']"," In dem Moment, wo sperma und ovum im Uterus der Mutter zu einer Zelle verschmelzen, ist »die Statue gegossen,« sagt Hegar1), »und was noch weiter geschieht, ist nur eine feinere Ausarbeitung und Ziselierung.",da,Wortlaut verändert
3391,195,"In dem Moment, in dem die wissenschaftliche Naturerkenntnis den Erscheinungen den Zauber der Finsternis nimmt und sie uns auf natürliche Weise begreifbar macht, hört diese Erscheinung auf, ein religiöser Gegenstand zu sein.",4,1,0,Metapher,"{'der', 'den', 'Dunkelheit', 'Zauber'}","[nan, 'nimmt', 'Wissenschaftliche Erkenntnis nimmt', 'die wissenschaftliche Erkenntnis der Natur den Erscheinungen ', 'die wissenschaftliche Erkenntnis der Natur den Erscheinungen ']","['B', 'A', 'P', 'K', 'GoldStandard']"," In demselben Moment, in dem die wissenschaftliche Erkenntnis der Natur den Erscheinungen den Zauber der Dunkelheit nimmt kenntnis der Natur den Erscheinungen den Zauber der Dunkelheit nimmt und sie uns auf natürliche Weise begreiflich macht, hört diese Erscheinung auf, ein religiöses Objekt zu sein.",da,Wortlaut verändert
3392,196,In jüngster Zeit hat es eine offene Verschiebung vom Angriff auf Darwins Selektionstheorie zum Kampf gegen die Abstammungstheorie selbst gegeben.,3,1,0,Metapher,"{'zum', 'Befehdung', 'Krieg'}","[nan, 'der Darwin-schen Selektionstheorie; gegen die Abstammungslehre', 'gegen die Abstammungslehre', nan]","['B', 'K', 'A', 'GoldStandard']", In der allerneuesten Zeit ist man von der Befehdung der Darwinschen Selektionstheorie offen zum Krieg gegen die Abstammungslehre selbst schen Selektionstheorie offen zum Krieg gegen die Abstammungslehre selbst übergegangen.,da,Wortlaut verändert
3393,197,"An diesem Punkt hat unsere Kultur also ihre Fähigkeit gezeigt, die erosive Wunde zu heilen, die sie am menschlichen Körper verursacht hat.",4,0,0,Metapher,"{'bringen', 'Heilung', 'Volkskörper', 'fressendes', 'Geschwür'}","['unsere Kultur', 'am Volkskörper / die Kultur', 'am Volkskörper', nan]","['B', 'K', 'A', 'GoldStandard']"," In diesem Punkt hat also unsere Kultur die Fähigkeit bewiesen, ein fressendes Geschwür am Volkskörper, das sie bewirkt hat, auch wieder zur Heilung zu bringen.",da,Wortlaut verändert
3395,199,"Heiratsverbote in dieser Form finden wir bei den Römern und den Juden, und sie wurden dann überall von hier verpflanzt, besonders von der christlichen Kirche, so dass nun neben dem Heiratsverbot für Angehörige verschiedener Generationen Eltern und Kinder, Onkel und Neffen , Tanten und Nichten, die ebenfalls Eheverbote haben, bestehen für bürgschaftsverwandte Angehörige derselben Generation.",5,0,0,Metapher,"{'verpflanzt', 'überallhin', 'worden'}","['Eheverbote', 'christliche Kirche', 'Eheverbot', 'Eheverbote', 'Eheverbot']","['B', 'A', 'P', 'K', 'GoldStandard']"," In dieser Form finden wir Eheverbote bei den Römern und Juden, und sie sind dann von hier aus besonders durch die christliche Kirche überallhin verpflanzt worden, sodaß jetzt neben den Eheverboten für Angehörige verschiedener Generationen daß jetzt neben den Eheverboten für Angehörige verschiedener Generationen (Eltern und Kinder, Oheim und Neffe, Tante und Nichte) auch Eheverbote für Seitenverwandte bestehen, die derselben Generation angehören.",da,Wortlaut verändert
3411,215,"Im Gegenteil, man kann mit der Lampe der Wissenschaft nur dann in das Treiben des gesellschaftlichen Lebens einsteigen, wenn man das Teleologische, d.h. H. nimmt den Anschein aus der Sicht der Mittel und beendet die geordnete Betrachtungsweise der Hilfe.",5,0,0,Metapher,"{'Wissenschaft', 'Leuchte', 'GetriebeLeuchte', 'der', 'Getriebe', 'das', 'Getriebe;'}","['in das Getriebe des gesellschaftlichen Lebens', 'des gesellschaftlichen Lebens; der Wissenschaft', 'des gesellschaftlichen Lebens,der Wissenschaft', 'des gesellschaftlichen Lebens', 'des gesellschaftlichen Lebens']","['B', 'A', 'P', 'K', 'GoldStandard']"," Man kann vielmehr in das Getriebe des gesellschaftlichen Lebens nur dann mit der Leuchte der Wissenschaft hineinkommen, schaftlichen Lebens nur dann mit der Leuchte der Wissenschaft hineinkommen, wenn man die teleologische, d. h. die Erscheinungen unter dem Gesichtspunkte von Mittel und Zweck ordnende Betrachtungsweise zu Hilfe nimmt. punkte von Mittel und Zweck ordnende Betrachtungsweise zu Hilfe nimmt.",da,Metapher verloren
3416,220,Mit dieser Einsicht bewaffnet können wir uns nun an den Staat wenden.,4,1,0,Metapher,"{'Einsichten', 'herantreten', 'ausgerüstet'}","['mit diesen Einsichten', 'ausgerüstet', nan, 'mit diesen Einsichten / an den Staat', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Mit diesen Einsichten ausgerüstet, können wir nunmehr an den Staat herantreten.",da,Wortlaut verändert
3432,236,"Nur so wird den Menschen selbst ein Motiv ins Herz gepflanzt, das stark wirkt und den Einzelnen in Zauberform hält und ihm den Verzicht leicht macht, wo er durch kleinliche Zwangsmaßnahmen nie zu erreichen wäre.",4,1,0,Metapher,"{'MotivHerz', 'gepflanzt'}","['Herz des Volkes', 'ins Herz des Volkes', 'ins Herz des Volkes wird (..) gepflanzt', nan, 'Herz des Volkes']","['B', 'A', 'P', 'K', 'GoldStandard']"," Nur auf diese Weise wird ins Herz des Volkes selbst ein Motiv gepflanzt, das gewaltig wirkend den einzelnen im Banne hält und ihm die Entsagung dort leicht macht, wo sie durch kleinliche Zwangsmaßregeln überhaupt nie zu erreichen sein würde.",da,weitgehend unverändert
3433,237,Nur durch die Vereinigung gesellschaftlicher Ideen und Reformen mit der gesellschaftlichen Bedeutung einer Gesellschaft können tragfähige gesellschaftliche Umgestaltungen erfolgen.,3,1,0,Metapher,{'Vermählung'},"['dem sozialen Sinn; [der sozialen Ideen und Reformen]', nan, '[der sozialen Ideen und Reformen],mit dem sozialen Sinn einer Gesellschaft', nan]","['B', 'K', 'A', 'GoldStandard']", Nur aus ihrer [der sozialen Ideen und Reformen] Vermählung mit dem sozialen Sinn einer Gesellschaft können lebensfähige soziale mählung mit dem sozialen Sinn einer Gesellschaft können lebensfähige soziale Neugestaltungen entstehen.,da,Metapher verloren
3442,246,"Oft genug waren diejenigen, die sich in ihrer Jugend gegen die Macht der Tradition auflehnten und sich nicht genug über den Anstoß an den Schatten der Vergangenheit beklagen konnten, mit einer reiferen Lebensanschauung froh, dass die Realität ihrem Angriff widerstand und ihn in die ihre aufnahm . Spuren gezwungen.",5,0,0,Metapher,"{'Gleise', 'hieltihre', 'knirschend', 'Wirklichkeit', 'Durch', 'Vergewaltigung', 'Stand', 'aufbäumte', 'Vergangenheitseinem', 'der', 'Schatten', 'Ansturme'}","['durch die Schatten der Vergangenheit', 'in der Jugend, Macht des Hergebrachten, Schatten der Vergangenheit, die Wirklichkeit', 'Vergewaltigung,Wirklichkeit,zwingen', 'der Vergangenheit', 'durch die Schatten der Vergangenheit']","['B', 'A', 'P', 'K', 'GoldStandard']"," Oft genug ist derjenige, der sich in der Jugend einst knirschend gegen die Macht des Hergebrachten aufbäumte, gar nicht genug über diese Vergewaltigung durch die Schatten der Vergangenheit klagen konnte, mit gereifterer Lebensanschauung froh gewesen, daß die Wirklichkeit seinem Ansturme Stand hielt anschauung froh gewesen, daß die Wirklichkeit seinem Ansturme Stand hielt und ihn in ihre Geleise zwang.",da,Wortlaut verändert
3450,254,"Es führte nicht nur zu einer Revolution in den Ansichten der verschiedenen Bereiche der organischen Wissenschaften, denen es neue Wege wies, sondern die sogenannten Humanwissenschaften erhielten auch überraschendes Licht durch Darwins Ideen von Evolution und Selektion.",3,1,0,Metapher,"{'überraschendes', 'Umwälzung', 'Licht'}","[nan, 'die Geisteswissenschaften / durch den Darwinschen Entwicklungs- und Selektionsgedanken', 'der Anschauung', nan]","['B', 'K', 'A', 'GoldStandard']"," Sie führte nicht nur zu einer Umwälzung der Anschauungen auf den verschiedenen Gebieten der organischen Natur- wälzung der Anschauungen auf den verschiedenen Gebieten der organischen Naturwissenschaften, denen sie neue Bahnen wies, sondern auch die sogenannten wissenschaften, denen sie neue Bahnen wies, sondern auch die sogenannten Geisteswissenschaften erhielten durch den Darwinschen Entwicklungs- und Selektionsgedanken überraschendes Licht.",da,Metapher verloren
3461,265,"So ist die große Auswahl an Henkern der Welt ständig im Leben der Staaten aktiv, um extreme, schlecht angepasste, unausgewogene Verfassungsbedingungen zu beseitigen und nur dazwischen liegende, besser angepasste, ausgewogene übrig zu lassen.",4,1,0,Metapher,"{'Weltscharfrichterin', 'die', 'große'}","['Auslese', nan, 'Auslese', 'Auslese', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," So ist die große Weltscharfrichterin Auslese auch im Leben der Staaten fortwährend tätig, um extreme, schlecht angepaßte, unausgeglichene staatsrechtliche Verhältnisse zu beseitigen, so daß nur mittlere, besser angepaßte, rechtliche Verhältnisse zu beseitigen, so daß nur mittlere, besser angepaßte, ausgeglichene übrig bleiben.",da,Wortlaut verändert
3464,268,"Somit wäre nicht die Tatsache der Blutsverwandtschaft selbst eine ungünstige Prognose für den Nachwuchs, sondern die Blutsverwandtschaft wird erst dann schädlich, wenn sie in einer mangelhaften Konstitution von Vater und Mutter eine geeignete Grundlage findet.",4,1,0,Metapher,"{'geeigneten', 'einen', 'vorfinden', 'Boden', 'findet'}","['die Blutsverwandschaft', nan, 'in einer mangelhaften Konstitution des Vaters und der Mutter', 'in einer mangelhaften Konstitution', 'in einer mangelhaften Konstitution des Vaters und der Mutter']","['B', 'A', 'P', 'K', 'GoldStandard']"," So wäre es denn nicht die Tatsache der Blutsverwandtschaft an sich, welche für die Nachkommenschaft eine ungünstige verwandtschaft an sich, welche für die Nachkommenschaft eine ungünstige Prognose bietet, sondern die Blutsverwandtschaft wird erst schädlich, wenn sie in einer mangelhaften Konstitution des Vaters und der Mutter einen geeigneten Boden findet.",da,Metapher verloren
3467,271,"Aber sobald die Forderung nach Vergesellschaftung der Produktionsmittel ihres geheimnisvollen Scheins beraubt wird und wie andere Reformvorschläge als Gesetzesreformvorschlag gilt, wird sie auch von Seiten der Sozialdemokraten unbefangener und nüchterner gesehen werden.",5,0,0,Metapher,"{'ihres', 'mythischen', 'Schimmers', 'entkleiden', 'mystischen', 'entkleidet'}","['die Forderung der Vergesellschaftung der Produktionsmittel', 'Forderung der Vergesellschaftung', 'Forderung', 'die Forderung (der Vergesellschaftung der Produktionsmittel)', 'die Forderung der Vergesellschaftung der Produktionsmittel']","['B', 'A', 'P', 'K', 'GoldStandard']"," Sobald aber die Forderung der Vergesellschaftung der Produktionsmittel ihres mystischen Schimmers entkleidet und als ein rechtlicher Reformvorschlag wie andere Reformvorschläge angesehen werden wird, wird sie von sozialdemokratischer Seite selbst auch unbefangener und nüchterner betrachtet werden.",da,Wortlaut verändert
3477,281,"Aber wenn man von der Welt des Denkens in die Welt der Wirklichkeit hinabsteigt, folgt sofort, dass Gesellschaft und Staat nur durch die Menschen, die in ihnen leben, Blut und Leben erhalten, dass diese Menschen Träger allen Fortschritts sind und dass alle Ziele und Ideale verschwinden. Schemata bleiben bestehen, wenn sie nicht der Natur dieser Menschen, ihren Instinkten und ihrem Verständnis, kurz ihren physischen und psychischen Eigenschaften, angepasst sind. montiert.",4,1,0,Metapher,"{'blasse', 'der', 'Schemen', 'Gedanken'}","[nan, 'Schemen', 'steigt man aber aus der Welt (…) hinab', 'alle Ziele und Ideale', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Steigt man aber aus der Welt des Gedankens in die Welt der Wirklichkeit hinab, so ergibt sich sofort, daß Gesellschaft und Staat Blut und Leben nur erhalten durch die in ihnen lebenden Menschen, daß diese Menschen die Träger alles Fortschritts sind und alle Ziele und Ideale blasse Schemen bleiben, wenn sie nicht dem Wesen dieser Menschen, ihren Trieben und ihrer Fassungsgabe, kurz ihren physischen und psychischen Eigenschaften angepaßt sind. gepaßt sind.",da,Metapher verloren
3488,292,"Unbekannte, sexuelle Selektion sitzt auch im Netz der Geschichte.",5,0,0,Metapher,"{'der', 'Webstuhl', 'Geschichte'}","['der Geschichte', 'der Geschichte,sitzt', 'Webstuhl', 'der Geschichte', 'der Geschichte']","['B', 'A', 'P', 'K', 'GoldStandard']", Unerkannt sitzt die geschlechtliche Zuchtwahl aber auch am Webstuhl der Geschichte.,da,Wortlaut verändert
3491,295,"Unter der vernichtenden Wirkung des Zweifels und ohne dass vielleicht das Verbrechen häufiger und die Tugend seltener geworden wäre, wurde die französische Moral in ihrem Kern zerstört. Nichts hält länger, der Abriss ist abgeschlossen.",5,0,0,Metapher,"{'vertrocknende', 'Wirkung', 'vertrocknenden'}","['des Zweifels', 'des Zweifels', 'Wirkung des Zweifel', 'des Zweifels', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Unter der vertrocknenden Wirkung des Zweifels, und ohne daß vielleicht das Verbrechen häufiger und die Tugend seltener geworden wäre, ist die französische Moralität in brechen häufiger und die Tugend seltener geworden wäre, ist die französische Moralität in ihrem Innersten zerstört. Nichts hält mehr Stich, das Ausreißen ist vollständig.",da,Metapher verloren
3492,296,"In dieser Hinsicht sind möglicherweise zahlreiche Versuche ohne Erfolg unternommen worden, d.h. ICH. ohne Nachfolger zu finden Erfolg und Nachfolger brechen zusammen, egal wo die Vorbilder auf andere wirken, die Blasen sprudelnden Wassers im Verlauf der Geschichte entstehen. Andere hatten vielleicht eine vorübergehende Existenz, um schnell wieder zu verschwinden",5,0,0,Metapher,"{'die', 'Blasen', 'des', 'Wassers', 'sprudelnden'}","['im Werdeprozeß der Geschichte', 'im Werdeprozeß der Geschichte', 'im Werdeprozeß der Geschichte', 'im Werdeprozess der Geschichte', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Unzählige Ansätze mögen in dieser Beziehung unternommen worden sein, ohne Erfolg zu haben, d. i. ohne Nachfolge zu finden — Erfolg und Nachfolge fallen überall, wo es sich um die Einwirkung des Beispieles auf andere handelt, zu folge fallen überall, wo es sich um die Einwirkung des Beispieles auf andere handelt, zu sammen — die Blasen des sprudelnden Wassers im Werdeprozeß der Geschichte. Andere mögen ein vorübergehendes Dasein gewonnen- haben, um rasch wieder unterzutauchen —",da,weitgehend unverändert
3497,301,"Was den ersten Satz angeht, die Fäden, die die Vergangenheit mit der Gegenwart verbinden, mögen unlösbar sein, aber zum Glück können sie bei Bedarf durchtrennt werden, sonst werden Recht und Rechte als ewige Krankheit vererbt.",4,0,0,Metapher,"{'unlöslich', 'die', 'sein', 'vernüpfen', 'Fäden', 'nötigenfalls', 'werden', 'verknüpfen', '...', 'sein;', 'durchschnitten'}","['die Vergangenheit mit der Gegenwart', 'welche die Vergangenheit mit der Gegenwart verknüpfen; sie ', 'Vergangenheit mit der Gegenwart', nan]","['B', 'K', 'A', 'GoldStandard']"," Was den ersten Satz anlangt, so mögen die Fäden, welche die Vergangenheit mit der Gegenwart verknüpfen, unlöslich sein, jedenfalls aber gangenheit mit der Gegenwart verknüpfen, unlöslich sein, jedenfalls aber können sie glücklicherweise nötigenfalls durchschnitten werden; sonst ""erben sich Gesetz' und Rechte wie eine ewige Krankheit fort.""",da,Wortlaut verändert
3500,304,"Wenn also einzelne Soziologen mit der hohen Kindersterblichkeit in Deutschland zufrieden sind und die Regel der natürlichen Selektion sehen, wenn ein Autor Otto Zacharias, der die Version von Robert Malthus' Meisterwerk deutlich wiederholt, die Aussage macht, dass die enorme Kindersterblichkeit im Großen und Ganzen Städte durch das Tor gehen, wenn all die jungen Leben, für die beim großen Fest der Natur kein Platz war, wieder verschwinden müssen, ist das ein völliges Missverständnis der Tatsachen.",5,0,0,Metapher,"{'Gedeck', 'kein', 'Natur', 'Pforteder', 'an', 'Gastmahl', 'großen', 'dem'}","['der Natur', 'der Natur', 'daß die enorme Kindersterblichkeit der großen Städte (..) sei,Gastmahl', 'der Natur', 'der Natur']","['B', 'A', 'P', 'K', 'GoldStandard']"," Wenn also einzelne Soziologen in der hohen Kindersterblichkeit in Deutschland befriedigt das Walten der natürlichen Auslese erblicken, wenn ein Autor (Otto Zacharias) in deutlichem Anklange an die 1. Auflage von Robert Malthus’ Hauptwerk den lichem Anklange an die 1. Auflage von Robert Malthus’ Hauptwerk den Satz aufstellt, »daß die enorme Kindersterblichkeit der großen Städte die Pforte sei, durch welche alle diejenigen jungen Leben, für welche kein Gedeck an dem großen Gastmahl der Natur aufgelegt ist, sich wieder entfernen deck an dem großen Gastmahl der Natur aufgelegt ist, sich wieder entfernen müssen«, so ist das eine völlige Verkennung der Tatsachen.",da,Wortlaut verändert
3502,306,"Wenn es dem Autor gelungen ist, ein sicheres Fundament und die ersten Pfeiler zur Lösung der hier vorgestellten Aufgabe zu legen, dann ist sein Vorsatz erreicht – er ist überzeugt, dass die fertige Konstruktion erst von einer späteren Generation gebaut wird, wenn die heutige fragmentarisch und unvollendete Hypothesen über den Zusammenhang zwischen den anthropologischen Besonderheiten der Völker und ihrer historischen Bedeutung werden wissenschaftlich bewiesene Ergebnisse sein.",5,0,0,Metapher,"{'ersten', 'die', 'gesichertes', 'legen', 'Fundament', 'Bau', 'können', 'Pfeiler', 'vollendeten', 'den', 'legenden', '...', 'errichten'}","['die Lösung der hier zur Bearbeitung gestellten Aufgabe', 'wissenschaftlich gesicherten Ergebnissen', 'für die Lösung der gestellten Aufgabe', 'für die Lösung ,eine spätere Generation', 'die Lösung der hier zur Bearbeitung gestellten Aufgabe']","['B', 'A', 'P', 'K', 'GoldStandard']"," Wenn es dem Verfasser gelungen ist, ein gesichertes Fundament und die ersten Pfeiler für die Lösung der hier zur Bearbeitung gestellten Aufgabe zu legen, so ist seine Absicht erreicht; den vollendeten Bau wird gabe zu legen, so ist seine Absicht erreicht; den vollendeten Bau wird nach seiner Überzeugung erst eine spätere Generation errichten können, wenn die heutigen fragmentarischen und unfertigen Hypothesen über die Beziehungen zwischen den anthropologischen Eigentümlichkeiten der Völker und ihrer geschichtlichen Bedeutung zu wissenschaftlich gesicherten Ergebnissen geworden schichtlichen Bedeutung zu wissenschaftlich gesicherten Ergebnissen geworden sein werden.",da,weitgehend unverändert
3505,309,"Wenn man befürchtet, dass die Kinder in den Schulen dann schon mit bestimmten Ansichten vollgestopft werden, die für die Machthaber akzeptabel sind, muss man sagen, dass jede noch so vernünftige Maßnahme missbraucht werden kann.",5,0,0,Metapher,"{'vollgepfropft', 'vollgepropft', 'würden'}","['mit Anschauungen', 'Anschauungen', 'Dass Kinder mit gewissen Anschauungen', 'den Regierenden genehmen Anschauungen', 'mit Anschauungen']","['B', 'A', 'P', 'K', 'GoldStandard']"," Wenn man etwa befürchtet, daß dann in den Schulen schon die Kinder mit gewissen den Regierenden genehmen Anschauungen vollgepfropft würden, so ist zu sagen, daß Mißbrauch mit jeder noch so vernünftigen Maßregel getrieben werden kann.",da,weitgehend unverändert
3506,310,"Wenn das Zweckprinzip also auf ganzer Linie unterlegen ist, wenn es zeigt, dass es nicht auf eigenen Beinen stehen und gehen kann, aber sobald es dies versucht, irgendwann an einen Punkt kommt, an dem es sich nicht mehr aus eigener Kraft fortbewegen kann oder gar hinein geraten Es besteht die Gefahr, in den Abgrund des Konsenses zu stürzen, und wenn er sich vor dieser Gefahr nur retten kann, indem er sich an das Stabilitätsprinzip oder an das Anpassungsprinzip hält, werden solche Versuche immer wieder unternommen wird immer glauben, dass das Purpose-Prinzip alles kann, weil es sehr viel kann, wenn es nicht zeigt, was ihm wirklich fehlt.",4,1,0,Metapher,"{'Abgrund', 'des', 'stürzen', 'Konsens', 'desstürzen', 'in', 'den'}","['des Konsens', 'Konsens', 'in den Abgrund stürzen', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Wenn sonach das Zweckprinzip auf der ganzen Linie unterlegen ist, wenn es sich zeigt, daß es nicht auf eigenen Füßen stehen und gehen kann, sondern, sobald es das versucht, schließlich irgendwann an einen Punkt gerät, wo es allein nicht weiter kann oder gar in Gefahr ist, in den Abgrund des Konsens zu stürzen, und wenn es sich vor dieser Gefahr nur dadurch retten kann, daß es sich an das Stabilitäts- oder an das Anpassungsprinzip klammert: so werden doch derartige Versuche immer wieder unternommen werden, man wird immer wieder glauben, daß das Zweckprinzip alles vermöge, weil es viel vermag; — wenn es nicht gelingt zu zeigen, was ihm eigentlich fehlt.",da,weitgehend unverändert
3517,321,"Wenn die Gesellschaft fördern will, muss sie auch ihr einziges Ziel fördern wollen, die Vernichtung schwacher Individuen, denn die natürliche Auslese hat nur dieses eine Ziel und kann keinem anderen Ziel dienen.",5,0,0,Metapher,"{'lässt', 'spannen', 'sich', 'einspannen', 'in', 'den', 'Dienst', '...', 'läßt'}","['keines anderen Zieles', 'Ziele', 'Die natürliche Auslese', 'keines anderen Zieles', 'keines anderen Zieles']","['B', 'A', 'P', 'K', 'GoldStandard']"," Will die Gesellschaft die natürliche Auslese befördern, so muß sie auch ihr alleiniges Ziel, die Vernichtung der schwachen Individuen, befördern wollen, weil die natürliche Auslese nur dieses einzige Ziel viduen, befördern wollen, weil die natürliche Auslese nur dieses einzige Ziel hat und sich in den Dienst keines anderen Zieles spannen läßt.",da,Metapher verloren
3518,322,"Dem stimmen wir insofern zu, als wir zugeben, dass organische Strukturen durch die Kraft der natürlichen Auslese, die alles Ungeeignete aussondert, sicherlich so zweckmäßig wie möglich organisiert sind.",4,1,0,Metapher,"{'ausjäten', 'ausjätet'}","['die natürliche Auslese', 'Macht der natürlichen Auslese', nan, 'alles unzweckmäßige', 'die natürliche Auslese']","['B', 'A', 'P', 'K', 'GoldStandard']"," Wir sind hiermit insoweit ganz einverstanden, als wir zugeben, daß die organischen Gebilde durch die Macht der natürlichen Auslese, welche alles unzweckmäßige ausjätet, sicherlich so zweckmäßig als möglich organisiert sind.",da,Wortlaut verändert
3522,326,"Wohlfahrt wäre absurd. Das ist uns nicht so leicht bewusst, denn menschliche Interessen umfassen heute fast die gesamte Außenwelt lückenlos, und es gibt kaum noch einen Bereich, der nicht direkt oder indirekt mit Menschen zu tun hat.",5,0,0,Metapher,"{'ganze', 'die', 'Außenwelt', 'lückenlos', 'Interessen', 'umspannen', 'fast', '...'}","['des Menschen Interessen', 'Interesse', 'Interessen', 'heute fast die ganze Außenwelt', 'des Menschen Interessen']","['B', 'A', 'P', 'K', 'GoldStandard']"," Wohlfahrt hätte, wäre ein absurdum. Dies kommt uns nur deshalb nicht so leicht zum Bewußtsein, weil des Menschen Interessen heute fast die ganze Außenwelt lückenlos umspannen und kaum noch ein Gebiet vorhanden ist, das nicht zum Menschen in mittelbarer oder unmittelbarer Beziehung steht.",da,weitgehend unverändert
3530,334,"Insofern endet das Jahrhundert mit einem großen Fragezeichen – Umwertung aller Werte! dies ist ein Slogan oder Schlachtruf des Ethikers, dessen Stimme im letzten Jahrzehnt ihren Höhepunkt erreicht hat, aber selbst der Komet am philosophischen Himmel hat nur einen Blick, keine Lösung, auf die aktuellen Probleme hinterlassen.",5,0,0,Metapher,"{'dieser', 'Himmel', 'des', 'Schlachtruf', 'Ethikersdieser', 'Komet;', 'Komet', 'der', 'Kometam', 'Philosophie'}","['der Philosophie', 'Schlachtruf des Ethikers,der Philosophie', 'Himmel', 'grelle Beleuchtung; der Philosophie', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," das 19. Jahrhundert schließt in dieser Hinsicht mit einem großen Fragezeichean »Umwertung aller Werte!« so lautet das Schlagwort oder der Schlachtruf des Ethikers, dessen Stimme im letzten Jahrzehnt am weitesten gedrungen ist; jedoch hat auch dieser Komet am Himmel der Philosophie nur eine grelle Beleuchtung, nicht aber eine Lösung der Probleme hinterlassen, um die es sich hier handelt.",da,weitgehend unverändert
3533,337,"oder uns dieser unaufhaltsamen Lawine des Guten in den Weg zu werfen, nur um von ihr zermalmt zu werden.",5,0,0,Metapher,"{'daherrollende', 'Lawinezerschmettert', 'Lawine', 'unaufhaltsam', 'dieser', 'des', 'daherrollenden', 'Guten', 'werden'}","['des Guten', 'des Guten', 'unaufhaltsam daherrollenden Lawine', 'des Guten', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," oder aber uns dieser unaufhaltsam daherrollenden Lawine des Guten in den Weg zu werfen, um von ihr zerschmettert zu werden.",da,weitgehend unverändert
3537,341,"Eine Gesellschaftsformation geht nie unter, sagt Marx, bis alle Produktivkräfte entwickelt sind, für die sie weit genug reicht, und neue, höhere Produktionsbedingungen treten nie an ihre Stelle, bis die materiellen Bedingungen ihrer Existenz im Magen ausgebrütet sind die alte Gesellschaft selbst.",5,0,0,Metapher,"{'im', 'worden', 'sind', 'Schoßausgebrütet', 'selbst', 'ausgebrütet', 'Schoß'}","['die materiellen Existenzbedingungen', 'der alten Gesellschaft', 'der alten Gesellschaft,Schoß der GEsellschaft', 'im Schoß der alten Gesellschaft', 'der alten Gesellschaft']","['B', 'A', 'P', 'K', 'GoldStandard']"," »Eine Gesellschaftsformation geht nie unter«, sagt Marx1), »bevor alle Produktivkräfte entwickelt sind, für die sie weit genug ist, und neue höhere Produktionsverhältnisse treten nie an die Stelle, bevor die materiellen Existenzbedingungen derselben im Schoß der alten Gesellschaft selbst ausgebrütet worden sind.«",da,Wortlaut verändert
3538,342,"Es sei noch daran erinnert, dass aufgrund der Gesetze der Vererbung und Amphimixis d. I. Die Verschmelzung der Gameten von Vater und Mutter während der sexuellen Fortpflanzung bei jedem Kind durch denselben Elternteil schafft neue Kombinationen und bietet somit eine nahezu unerschöpfliche Modellkarte für die natürliche Selektion.",5,0,0,Metapher,"{'die', 'natürliche', 'Auslese', 'unerschöpfliche', 'für', 'fast', 'Muster-karte', 'Musterkarte'}","['für die natürliche Auslese', 'neue Kombinationen', 'daß in jedem Kinde der nämlichen Eltern dargeboten wird', 'für die natürliche Auslese', 'für die natürliche Auslese']","['B', 'A', 'P', 'K', 'GoldStandard']"," »Es ist nun noch daran zu erinnern, daß vermöge der Gesetze der Vererbung und der Amphimixis (d. i. innern, daß vermöge der Gesetze der Vererbung und der Amphimixis (d. i. der Verschmelzung der väterlichen und mütterlichen Keimzelle bei der geschlechtlichen Fortpflanzung) in jedem Kinde der nämlichen Eltern wieder schlechtlichen Fortpflanzung) in jedem Kinde der nämlichen Eltern wieder neue Kombinationen entstehen und dadurch eine fast unerschöpfliche Musterkarte für die natürliche Auslese dargeboten wird. karte für die natürliche Auslese dargeboten wird.",da,Wortlaut verändert
3541,345,"Es konnte angenommen werden und wurde in der Antike angenommen, dass die Teile der Organisation, die die Lebensweise und überhaupt den Platz bestimmen, den jedes Wesen in der Ökonomie der Natur einnimmt, von vorrangiger Bedeutung sind.",4,1,0,Metapher,"{'der', 'Natur', 'im', 'Haushalte'}","['der Natur', nan, 'Haushalt', 'der Natur', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," »Man könnte annehmen, und es ist in älteren Zeiten angenommen worden, daß diejenigen Teile der Organisation, welche die Lebensweise und im allgemeinen den Platz bestimmen, welchen jedes Wesen im Haushalte der Natur einnimmt, von erster Wichtigkeit seien.",da,Metapher verloren
