index,Textstelle,Metapher,Kandidat,Nein,Metapher?,Fokus,Rahmen,Annotator,orig
137,"So schnell und leicht wie die deutschen Nationen zerfielen, kamen sie auch zusammen.",1,4,0,Metaphernkandidat,"[nan, 'zerfielen,wuchsen auch zusammen', nan, nan, nan]","[nan, 'deutschen Völkerschaften', nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Ebenso schnell und leicht, wie die deutschen Völkerschaften zerfielen, wuchsen sie auch zusammen."
138,"So wie Goldsand von fließendem Wasser weggespült wird, hinterlässt das Wasser die Goldkörner nicht, weil sie wertvoll, nützlich oder schön sind, sondern nur, weil sie aufgrund ihrer höheren Dichte schneller zu Boden sinken als der leichtere Quarzsand. Die Zweckmäßigkeit der Organismen entsteht nicht, weil die Natur mit ihnen besondere Zwecke der Schönheit, Revitalisierung, Energienutzung verfolgt, sondern von Natur aus beständigere Strukturen werden zurückgelassen, weil die anderen, vergänglichen, weggefegt werden. schneller fort durch den Strom der Zeit.",1,4,0,Metaphernkandidat,"[nan, 'fortgeschwemmt,Strom', nan, nan, nan]","[nan, 'Beschaffenheit der Organismen,der Zeit', nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Ebenso wie beim Auswaschen des Goldsandes durch strömendes Wasser das Wasser die Goldkörner nicht zurückläst, weil sie kostbar oder nützlich oder schön sind, sondern nur, weil sie wegen ihrer größeren Dichte schneller zu Boden sinken als der leichtere Quarzsand, bildet sich die zweckmäßige Beschaffenheit der Organismen nicht aus, weil die »Natur« mit ihnen besondere Zwecke der Schönheit, der Belebung, der Energieausnutzung verfolgt, sondern die vermöge ihrer gerade vorhandenen Beschaffenheit dauerhafteren Gebilde bleiben zurück, weil eben die anderen, schaffenheit dauerhafteren Gebilde bleiben zurück, weil eben die anderen, nicht dauerhaften durch den Strom der Zeit schneller fortgeschwemmt werden."
139,"Ein kurzsichtiger Mann mit Brille oder Fernrohr kann mit bloßem Auge ebenso gut und mehr als am besten sehen, und der Schwächste kann mit einer Dampfmaschine die Leistung von Giganten übertreffen.",2,3,0,Metaphernkandidat,"[nan, 'unbewaffnete', nan]","[nan, 'Augen', nan]","['A', 'P', 'GoldStandard']", Ein Kurzsichtiger sieht mit Brille oder Fernrohr ebenso viel und mehr wie das beste unbewaffnete Auge und der schwächste Mensch kann mit Hilfe einer Dampfmaschine die Leistungen von Riesen übertreffen.
140,"Eine andere christliche Idee, nicht weniger verrückt, hat sich in der Masse der Moderne viel tiefer vererbt: die Idee der Gleichheit der Seelen vor Gott.",5,0,0,Metapher,"['weit tiefer ins Fleisch vererbt', 'Fleisch', 'ins Fleisch der Modernität vererbt', 'ins Fleisch ... vererbt', nan]","['der Modernität', ' der Modernität', 'ein nicht weniger verrückter Begriff', 'der Modernität', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Ein anderer christlicher, nicht weniger verrückter Begriff hat sich noch weit tiefer ins Fleisch der Modernität vererbt: der Begriff von der »Gleichheit der Seelen vor Gott.«"
141,"Ein ganz ähnliches Schicksal ereilte die Römer, die die Zügel der Weltmacht verloren und jüngere Nationen an die Spitze brachten.",6,1,0,Metapher,"['die Zügel', 'die Zügel', 'Zügel ... entsanken', 'Zügel ... entsanken', 'Zügel', nan, nan]","['der Weltherrschaft', 'der Weltherrschaft', 'der Welt-herrschaft', 'der Welt-herrschaft', 'der Weltherrschaft', nan, nan]","['B', 'B', 'K', 'K', 'A', 'A', 'GoldStandard']"," Ein ganz ähnliches Schicksal war alsdann den Römern beschieden, die Zügel der Welt- liches Schicksal war alsdann den Römern beschieden, die Zügel der Weltherrschaft entsanken ihnen, „jüngere“ Völker kamen obenauf. herrschaft entsanken ihnen, „jüngere“ Völker kamen obenauf. "
142,Das Neue Testament ist immer mehr oder weniger ein Sprung ins Dunkel.,2,3,0,Metaphernkandidat,"[nan, 'ein Sprung ins dunkel', 'Sprung ins dunkle', nan, nan]","[nan, 'neues Gesetz', 'ein neues Gesetz', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']", Ein neues Gesetz ist immer mehr oder weniger ein Sprung ins dunkle.
143,"Eine ähnliche Wechselbeziehung muss zwischen der Höhe des Intellekts eines Mannes und seiner körperlichen Verteidigung bestanden haben. Je höher der menschliche Intellekt entwickelt war, desto weniger Muskelkraft und Schnelligkeit waren ausschlaggebende Faktoren für die Auswahl, und desto weniger Effizienz konnte auf diesen Gebieten kultiviert werden, und andererseits hinkte gerade der menschliche Organismus in solchen Vorteilen hinterher , und dass der menschliche Organismus fast völlig unbewaffnet war, musste sie der Vervollkommnung seines Intellekts durch Selektion behilflich sein.",1,3,0,Metaphernkandidat,"[nan, 'leiblichen Wehrhaftigkeit; Waffenlosigkeit', nan, nan]","[nan, 'des menschlichen Intellekts; des menschlichen Organismus', nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Ein ähnliches Wechselverhältnis muß zwischen der Höhe des menschlichen Intellekts und seiner leiblichen Wehrhaftigkeit bestanden haben: Je lichen Intellekts und seiner leiblichen Wehrhaftigkeit bestanden haben: Je höher der menschliche Intellekt entwickelt war, um so weniger gaben Muskelkraft und Schnelligkeit den Ausschlag für die Auslese, desto weniger konnte kraft und Schnelligkeit den Ausschlag für die Auslese, desto weniger konnte also große Leistungsfähigkeit auf diesen Gebieten gezüchtet werden, und andererseits mußte gerade das Zurückbleiben in bezug auf solche Vorzüge und die fast gänzliche Waffenlosigkeit des menschlichen Organismus die Vervollkommnung seines Intellekts mit Hilfe der Auslese begünstigen. vollkommnung seines Intellekts mit Hilfe der Auslese begünstigen."
144,"Gesetze, die natürliche Prinzipien nicht respektieren, z. Alle Staatsangehörigen zum Beispiel gleich zu behandeln, ungeachtet ihrer Veranlagung, ihres Alters oder ihrer körperlichen Konstitution, würde ihre Energie verschwenden und zugrunde gehen.",1,4,0,Metaphernkandidat,"[nan, nan, 'ihre Kräfte nutzlos vergeuden und zu Grunde gehen', nan, nan]","[nan, nan, 'Eine Gesetzgebung', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Eine Gesetzgebung, welche die natürlichen Grundlagen mißachten, z. B. alle Staats- gebung, welche die natürlichen Grundlagen mißachten, z. B. alle Staatsangehörigen ohne Rücksicht auf Beanlagung, Alter und körperliche Konstitution angehörigen ohne Rücksicht auf Beanlagung, Alter und körperliche Konstitution in genau der gleichen Weise behandeln würde, würde ihre Kräfte nutzlos vergeuden und zu Grunde gehen."
145,"Niemand kann eine höhere Garantie beanspruchen, und so können wir das Gesetz der gleichen Freiheit als das höchste und höchste ethische Prinzip akzeptieren, dessen Autorität alle anderen übertrifft, und von diesem sicheren Boden aus gehen wir zur Untersuchung über. Die Erde ist nicht so sicher.",0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Eine höhere Bürgschaft kann niemand verlangen, und so dürfen wir denn wohl das Gesetz der gleichen Freiheit als ein höchstes und letztes ethisches Prinzip annehmen, dessen Autorität jede andere übersteigt, und von diesem sicheren Boden aus unsere Untersuchungen fortsetzen.« Der Boden ist doch so sicher nicht."
146,"Viel später werden wir vielleicht auf der Grundlage neuer Meinungen und Bewertungen eine neue ethische Theorie erkennen, deren oberstes Gebot es sein wird, die Nachkommen mit Interesse nach den von den Vorfahren entlehnten erblichen und traditionellen Werten zu befragen.",3,1,0,Metapher,"['mit Zinsen', 'mit Zinsen abzufragen', nan, nan]","['Erb- und Traditionswerte', 'geliehenen Erb- und Traditionswerte', nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Eine viel spätere Zeit wird dann vielleicht auf Grund der neuen Anschauungen und Wertungen eine neue ethische Theorie anerkennen, deren schauungen und Wertungen eine neue ethische Theorie anerkennen, deren höchstes Gebot sein wird, die von den Vorfahren geliehenen Erb- und Traditionswerte den Nachfahren mit Zinsen abzufragen."
147,"Eine weitere Folge der Entwicklung ist, dass das Recht, das zeitweise als göttliches Recht mit der Religion verwoben war, sich aus seiner Religionsbindung löste, die Rechtspflege den Priestern entrissen wurde und in die Hände weltlicher Obrigkeiten fiel. fallen gelassen",1,4,0,Metaphernkandidat,"[nan, 'verwebt', nan, nan, nan]","[nan, 'göttliches Recht mit der Religion ', nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Eine weitere Folge der Entwickelung ist, daß das Recht, eine Zeit lang als göttliches Recht mit der Religion verwebt, aus seinem Zusammenhang mit der Religion losgelöst, die Rechtsprechung den Priestern entwunden wurde und weltlichen Organen zufiel. fiel."
148,"Einer der schrecklichsten Selektionsfaktoren, aber einer, der gut geeignet ist, das durchschnittliche Niveau der generativen Qualität einer Bevölkerung zu erhöhen, liegt auf den niedrigeren wirtschaftlichen Ebenen, die durch von Zeit zu Zeit wiederkehrende Perioden großer Nahrungsmittelknappheit gebildet werden.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Einen der furchtbarsten Auslesefaktoren, der aber in hohem Grade geeignet ist, das Durchschnittsniveau der generativen Qualität einer Bevölkerung zu erhöhen, bilden auf tieferen Wirtschaftsstufen die von Zeit zu Zeit rung zu erhöhen, bilden auf tieferen Wirtschaftsstufen die von Zeit zu Zeit wiederkehrenden Perioden großen Nahrungsmangels."
149,"Einerseits kann die Jurisprudenz, als reines Denken, trotz größter Gedankenfreiheit ihrer Rechtssubstanz nicht auch nur ein Jota an geltendem Recht entreißen, andererseits, was ihr auch in irgendeiner Weise schöpferische Kraft zugeschrieben werden mag, es ist nicht in der Lage, ein Gesetz zu machen, das noch nicht das Gesetz war",2,3,0,Metaphernkandidat,"[nan, 'entkleiden', 'gereinigt,entkleiden', nan, nan]","[nan, 'seiner Rechtsnatur', 'Denken,seiner Rechtsnatur', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Einerseits kann die Jurisprudenz, da sie nur gereinigtes Denken ist, trotz größter Freiheit des Denkens kein Stückchen des giltigen Rechts seiner Rechtsnatur entkleiden; andererseits ist sie, in welchem Sinne immer man ihr schöpferische Kraft beilegen möge, nicht imstande Recht zu machen, das noch kein Recht war."
150,"Er ist der Gesetzgeber, um das Wort von Karl Marx zu gebrauchen, wenn auch in anderem Sinne, die Geburtshelferin des gesellschaftlichen Lebens, das mit neuen gesellschaftlichen Erscheinungen schwanger ist.",5,0,0,Metapher,"['der Geburtshelfer des Gesellschaftslebens, das mit neuen sozialen Ershceinungen schwanger geht', 'Geburtshelfer, schwanger ', 'Geburtshelfer, mit neuen sozialen Erscheinungen schwanger geht', 'der Geburtshelfer; schwanger geht', 'Geburtshelfer, mit neuen sozialen Erscheinungen schwanger geht']","['der Gesetzgeber', 'des Gesellschaftslebens, mit sozialen Erscheinungen', 'Gesellschaftsleben', 'des Gesellschaftslebens; mit neuen sozialen Erscheinungen', 'Gesellschaftsleben']","['B', 'A', 'P', 'K', 'GoldStandard']"," Er [der Gesetzgeber] ist, um ein Wort von Karl Marx, allerdings in anderem Sinne, zu gebrauchen, der Geburtshelfer des Gesellschaftslebens, das mit neuen sozialen Erscheinungen schwanger geht."
151,"Das Prinzip ist auf historischem Boden gewachsen und erfordert daher, um für die Gegenwart und Zukunft anwendbar zu sein, die Berücksichtigung veränderter Umstände, was manchmal sehr schwierig und manchmal geradezu unmöglich ist.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Er [der Grundsatz] ist auf geschichtlichem Boden erwachsen und verlangt also, um auf die Gegenwart und Zukunft anwendbar zu sein, die zum Teil sehr schwierige, zum Teil geradezu unmögliche Abwägung der veränderten Verhältnisse. änderten Verhältnisse."
152,"Er kannte das Terrain, von dem aus er operierte, nur unvollkommen, und anstatt sich ihm anzupassen, erwartete er, dass sich seine Pläne den tatsächlichen Bedingungen anpassen würden.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Er hatte eine allzu mangelhafte Kenntnis des Terrains, aus dem er operierte, und anstatt seine Wege diesem anzupassen, mutete er den tatsächlichen Verhältnissen zu, sich seinen Plänen anzupassen."
153,"Sie ist nur einer der sozialen Organismen der Menschheit, und nur ein spezifischer Aspekt des Lebens der menschlichen Gattung bildet ihren begrifflich wesentlichen Inhalt.",0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Er ist nur einer unter den gesellschaftlichen Organismen der Menschheit, und nur eine bestimmte Seite des menschlichen Gattungslebens bildet seinen begrifflich wesentlichen Inhalt. lichen Gattungslebens bildet seinen begrifflich wesentlichen Inhalt."
154,"Er beleuchtet mit dem Licht seiner Vernunft nur jene Phänomene, von deren Kenntnis er sich das menschliche Wohlergehen erhofft.",4,1,0,Metapher,"['Lichte', 'leuchtet, mit Licht, hinein', 'mit dem Lichte', nan, 'mit dem Lichte']","['seiner Vernunft', 'Vernunft', 'seiner Vernunft', nan, 'seiner Vernunft']","['B', 'A', 'P', 'K', 'GoldStandard']"," Er leuchtet nur in diejenigen Erscheinungen mit dem Lichte seiner Vernunft hinein, von deren Kenntnis er Förderung der menschlichen Wohlfahrt erwartet."
155,"Sie müssen berücksichtigen, dass einzelne Volksgenossen bereits mit vielen fest verwurzelten Ideen gefüllt sind, die nicht einfach ignoriert werden können, aber als sogenannte Tradition ist dieses Wort nicht im engeren Sinne des Wortes wie mündliche Überlieferung, sondern im weiteren Sinne Sinn des Wortes. wie die gesamte nicht-physiologische Tradition unserer Vorfahren als starkes Hindernis für die Assimilation neuer Ideen anderer Art angesehen wird.",1,3,0,,"[nan, 'festgewurzelten, mächtiges', nan, nan]","[nan, 'Vorstellungen, Hindernis', nan, nan]","['B', 'A', 'P', 'K']"," Er muß damit rechnen, daß die einzelnen Volksgenossen bereits mit vielen festgewurzelten Vorstellungen erfüllt sind, die sich nicht einfach ignorieren lassen, sondern sich als sogenannte Tradition (dieses Wort nicht im engeren Sinne als mündliche Überlieferung, sondern im weiteren Sinne als die gesamte nichtphysiologische Überkommenschaft unserer Vorfahren genommen) der Aufnahme neuer andersartiger Vorstellungen als ein mächtiges nommen) der Aufnahme neuer andersartiger Vorstellungen als ein mächtiges Hindernis entgegenstellen."
156,"Es schließt die Verhaltensgewohnheiten ein, die das Haus, die Schule und andere Umgangsformen mit Mitmenschen durch das Beispiel seiner Kameraden und seiner Führer einprägen.",1,4,0,Metaphernkandidat,"[nan, 'einimpfen', nan, nan, nan]","[nan, 'Gewohnheiten des Handelns', nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Er umfaßt die Gewohnheiten des Handelns, die ihm das Elternhaus, die Schule und der sonstige Verkehr mit den Mitmenschen das Beispiel seiner Genossen und seiner Führer einimpfen."
157,"Erst durch die Verschmelzung der Abstammungslehre mit der Selektionslehre wurde die Abstammungslehre zu einer Macht, die trotz des heftigen Widerstandes, gegen den sich ihr die alten Vorurteile und mächtigen Interessen unmittelbar entgegenstellten, unwiderstehlich und wahrscheinlich sogar den Weg brach der Ansturm dieser Kräfte, der gerade heftig geworden war, würde ohne Schaden bestehen bleiben. wird Kosten.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Erst durch die Verschmelzung der Descendenztheorie mit der Selektionstheorie wurde die Abstammungslehre eine Macht, die trotz des heftigen Widerstandes, den alte Vorurteile und großmächtige Interessen ihr sofort entgegengesetzt haben, unaufhaltsam sich Bahn gebrochen hat und wohl auch den gerade gegenwärtig heftig gewordenen Ansturm dieser Mächte ohne Schaden bestehen wird. stehen wird."
158,"Erst nach dem Erscheinen Luthers haben die meisten jungen germanischen Staaten in Deutschland wie im übrigen Europa den Mut und die Kraft gefunden, die Fangarme und Saugnäpfe dieses Riesenorganismus zu ergreifen und die darin liegenden Teile umzugestalten Sie. Grenzen zu ihren eigenen Landeskirchen.",5,0,0,Metapher,"['den Fangärmen und Saugnäpfen', 'Fangarmen und Saugnäpfen', 'sich den Fangarmen und Saugnäpfen dieses Riesenorganismus zu entreißen', 'Fangarmen und Saugnäpfen', nan]","['die katholische Kirche [dieses Riesenorganismus]', 'dieses Riesenorganismus', 'gewannen die meisten der jungen germanischen Staaten den Mut und die Kraft', 'dieses Riesenorganismus [Deutschland ... Europa]', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Erst nach dem Auftreten Luthers gewannen die meisten der jungen germanischen Staaten, in Deutschland wie im übrigen Europa, den Mut und die Kraft, sich den Fangarmen und Saugnäpfen dieses Riesenorganismus zu entreißen und die Stücke desselben, welche innerhalb ihrer Grenzen nismus zu entreißen und die Stücke desselben, welche innerhalb ihrer Grenzen lagen, zu eigenen Landeskirchen umzuformen."
159,"Erst wenn das alte Gewand der Gesellschaftsverfassung zu eng wird, an technischen und verkehrstechnischen Fortschritt gedacht wird, entsteht der Impuls für moralischen und geistigen Fortschritt, verbesserte Institutionen.",3,1,0,Metapher,"['das alte Kleid zu eng wird', 'das alte Kleid ... zu eng wird', nan, nan]","['der Gesellschaftsverfassung', 'der Gesellschaftsverfassung', nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Erst wenn das alte Kleid der Gesellschafsverfassung zu eng wird, sinnt man auf technische und Verkehrsfortschritte, entstehen die Impulse zu moralischen und geistigen Fortschritten, die verbesserten Institutionen"
160,"Erst wenn das letzte Erbprivileg der nicht regierenden Geschlechter abgeschafft ist, dann kann der Großkönig, der es bewirkt, das Erbrecht seiner Familie auf den Altar des Vaterlandes legen.",4,1,0,Metapher,"['Altar', nan, 'auf dem ALtar des Vaterlandes niederlegen', 'Altar', nan]","['des Vaterlandes', nan, 'das Erbrecht', 'des Vaterlandes ', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Erst wenn das letzte erbliche Vorrecht der nicht regierenden Familien beseitigt sein wird, dann mag der große König, der das zuwege gebracht haben wird, auch das Erbrecht seiner Familie auf dem Altar des Vaterlandes niederlegen."
161,"Die Frage ist nur, ob dieses Produkt der künstlichen Züchtung der natürlichen Auslese standhalten würde.",1,3,0,Metaphernkandidat,"[nan, 'vor dem Richterstuhl bestehen ', nan, nan]","[nan, 'dieses Produkt künstlicher Züchtung ', nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Es frägt sich nur, ob dieses Produkt künstlicher Züchtung vor dem Richterstuhl der natürlichen Auslese bestehen könnte."
162,Ein Zug der Barmherzigkeit zieht sich durch die Institutionen dieser Nationen.,1,3,0,Metaphernkandidat,"[nan, 'Es geht Zug von Barmherzigkeit ', nan, nan]","[nan, 'durch die Einrichtungen', nan, nan]","['B', 'K', 'A', 'GoldStandard']", Es geht ein Zug von Barmherzigkeit durch die Einrichtungen dieser Völker.
163,"Fraglich ist jedoch, ob jene Rassentheoretiker und Rassenpolitiker, die jetzt den Weg des mit kühner Phantasie begabten Dichtergelehrten Joseph Arthur Gobineau mit seinem Essai sur linegalité des races humaines beschreiten, Paris, und auf welchen Zunächst nahm sich niemand je nach Neigung einen Moment Zeit, um sich tatsächlich auf solidem wissenschaftlichem Boden zu bewegen.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Es ist aber fraglich, ob jene Rassentheoretiker und Rassenpolitiker, die heute die Pfade begehen, welche der mit kühner Phantasie begabte Dichtergelehrte Joseph Arthur Gobineau mit seinem Essai sur l'inégalité des races humaines (4 Bände, Paris 1858-1855)2) eingeschlagen hat, und auf denen ihm zunächst eine Zeit lang niemand zufolgen Neigung zeigte, sich wirklich auf festem wissenschaftlichem Grund bewegen."
164,"Es ist kein Zufall, dass alle Versuche, ein Weltreich zu errichten und verschiedene Nationen zu vereinen, gescheitert sind.",1,3,0,,"[nan, nan, 'zusammenschweißen', nan]","[nan, nan, 'Nationen', nan]","['B', 'A', 'P', 'K']"," Es ist kein Zufall, daß alle Versuche, ein Weltreich zu gründen und verschiedene Nationen zusammenzuschweißen, gescheitert sind."
165,"Es liegt auf der Hand, dass der Staat ein großes Interesse daran hat, die Bevölkerung so weit wie möglich zu vermehren, solange dadurch der Lebensstandard nicht nur aus militärischer, sondern auch aus wirtschaftlicher Sicht unter ein ungünstiges Niveau sinkt der Ansicht.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Es ist klar, daß der Staat an einer möglichst starken Volksvermehrung, soweit dadurch nicht die Lebenshaltung unter ein ungedeihliches mehrung, soweit dadurch nicht die Lebenshaltung unter ein ungedeihliches Maß herabgedrückt wird, ein hohes Interesse hat, nicht nur in militärischer, sondern auch in wirtschaftlicher Hinsicht. tärischer, sondern auch in wirtschaftlicher Hinsicht. "
166,"Es ist nicht immer notwendig, dass Erziehung und Erzieher diesen Ideenkomplex bewusst produzieren, der der schlechten Neigung entgegensteht, das Kind nimmt diese Ideen selbst auf, sobald es sich in einer Umgebung wiederfindet, die ihm die Möglichkeit gibt, er wird in einer guten Umgebung erzogen Nachahmung und Gewöhnung, so sagte er, selbst.",3,1,0,,"['saugt', 'saugt', 'saugt ein', nan]","['diese Vorstellungen', 'Vorstellung', 'diese Vorstellungen', nan]","['B', 'A', 'P', 'K']"," Es ist nicht immer nötig, daß dieser der schlechten Neigung entgegenstehende Vorstellungskomplex durch Erziehung und Erzieher bewußt hervorgebracht wird ; das Kind saugt diese Vorstellungen, sobald es sich in einer dazu Anlaß gebenden Umgebung befindet, von lungen, sobald es sich in einer dazu Anlaß gebenden Umgebung befindet, von selbst ein, es erzieht sich in einem guten Milieu durch Nachahmung und Gewöhnung gewissermaßen allein."
167,"Das Wirtschaftssystem eines Volkes hinterlässt zwar Spuren in seinem gesamten gesellschaftlichen Leben, aber einerseits wird dieses Wissen in der materialistischen Geschichtsauffassung auf Kosten anderer Faktoren, die zum gesellschaftlichen Leben beitragen, überhöht, andererseits Andererseits macht mir die methodische Umsetzung dieses Wissens Sorgen.",1,3,0,,"[nan, 'überspannt', nan, nan]","[nan, 'Kosten', nan, nan]","['B', 'A', 'P', 'K']"," Es ist richtig, daß die Wirtschaftsweise eines Volkes seinem ganzen sozialen Leben ihren Stempel aufdrückt, aber einerseits ist diese Erkenntnis in der materialistischen Geschichtsauffassung auf Kosten anderer kenntnis in der materialistischen Geschichtsauffassung auf Kosten anderer Faktoren, die im gesellschaftlichen Leben mitwirken, überspannt, zum anderen gibt die methodische Durchführung jener Erkenntnis zu Bedenken Anlaß."
168,"Beispielsweise kann es vorkommen, dass eine Determinante vom Typ a in allen oder fast allen väterlichen Iden a homodynamisch ist, während a nur in einer Minderheit vertreten ist und die überwiegende Mehrheit der mütterlichen Iden eine andere Variante a dieser Typdeterminante aufweist. Nach Amphimixis wird die dominante a-Variante im mütterlichen Keimplasma gegenüber der dominanten a im väterlichen in der Minderzahl sein, da a aus den mütterlichen Iden mit a aus dem väterlichen homodynamisch ist, während a keine Verbündeten findet. wenn alle Ideen dort die Variante a haben oder wenn eine kleine Minderheit väterlicherseits kein a hat, aber auch kein a hat, aber die Variante a hat.",1,3,0,Metaphernkandidat,"[nan, 'Bundesgenossen', nan, nan]","[nan, 'auf der väterlichen Seite', nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Es kann z. B. vorkommen, daß die Determinantenart a in allen oder fast allen väterlichen Iden homodynam ist (a1), während sie in den mütterlichen Iden nur durch eine Minorität (a1) vertreten ist und die große Mehrheit der mütterlichen Ide eine andere Variante (a2) dieser Determinantenart besitzt. Nach erfolgter Amphimixis wird die im mütterlichen Keimplasma dominierende Variante (a2) gegenüber der im väterlichen dominierenden (a1) in die Minorität geraten, da die a1 aus den mütterlichen Iden mit den a1 nierenden (a1) in die Minorität geraten, da die a1 aus den mütterlichen Iden mit den a1 aus den väterlichen homodynam sind, während a2 auf der väterlichen Seite keine Bundesgenossen vorfindet, wenn dort alle Ide die Variante a1 haben oder auch, wenn eine kleine genossen vorfindet, wenn dort alle Ide die Variante a1 haben oder auch, wenn eine kleine Minorität auf der väterlichen Seite zwar nicht a1, aber auch nicht a2, sondern eine Variante a3 besitzt."
169,"Staatliche Institutionen müssen dem Einzelnen täglich deutlich machen, dass sein Wohlstand vom Staat am besten und sinnvollsten gefördert wird und vom Wohlstand des Staates abhängt.",1,3,0,,"[nan, 'Gedeihen', nan, nan]","[nan, 'des Staates', nan, nan]","['B', 'A', 'P', 'K']"," Es muß dem Einzelnen durch die Staatsinstitutionen täglich aufs neue klar werden, daß sein Gedeihen vom Staate in bestmöglicher und vernünftiger Weise gefördert wird deihen vom Staate in bestmöglicher und vernünftiger Weise gefördert wird und vom Gedeihen des Staates abhängt."
170,"So waren es wohl die mörderischen Kriege, die die hohe Fruchtbarkeit unserer germanischen Vorfahren ausgleichen und die Bevölkerungszahl in den durch die Existenzmittel gegebenen Grenzen halten konnten.",0,7,0,Metaphernkandidat,"[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan]","['B', 'B', 'K', 'K', 'A', 'A', 'GoldStandard']"," Es waren also mörderische Kriege, die wohl imstande waren, ein Gegengewicht gegen die hohe Fruchtbarkeit unserer germanischen Vorfahren zu bilden und die Volkszahl in den durch die Unterhaltsmittel gegebenen Schranken zu halten."
171,"Es wird nur eine Verfeinerung unseres etwas verkrüppelten Patriotismus, d.h. h. Liebe zu den traditionellen Menschen, bevor das öffentliche Gewissen auch in dieser Hinsicht empfindlicher wird.",1,3,0,Metaphernkandidat,"[nan, 'verkrüppelten', nan, nan]","[nan, 'Patriotismus', nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Es wird erst einer Veredlung unseres etwas verkrüppelten Patriotismus, d. h. der Liebe zum angestammten Volk, bedürfen, ehe das öffentliche Gewissen auch nach dieser Seite hin empfindlicher werden wird. wissen auch nach dieser Seite hin empfindlicher werden wird. "
172,"Es wurde auch festgestellt, dass der Niedergang der generativen Werte die Aufwärtsbewegung der Kultur nicht sofort stoppen kann, sondern im Laufe der Zeit zu ihrem Stillstand und Niedergang führen muss, da das Niveau der Kultur in gewissen Grenzen vom Niveau der generativen Entwicklung abhängt.",1,3,0,Metaphernkandidat,"[nan, nan, 'Stillstand und Sinken ', nan]","[nan, nan, 'Kultur', nan]","['B', 'K', 'A', 'GoldStandard']"," Ferner wurde ausgeführt, daß der Rückgang der generativen Werte die Aufwärtsbewegung der Kultur zwar nicht sofort aufzuhalten vermag, mit der Zeit aber notwendig auch zu deren Stillstand und Sinken führen muß, da die Kulturhöhe innerhalb gewisser Grenzen von der Höhe der generativen Entwicklung abhängig ist. "
173,"In der Folge, zu einem bestimmten Zeitpunkt, dessen Wahl freilich ganz dem subjektiven Ermessen überlassen war, mußte doch jede Verpflichtung, jeder Vertrag, jedes bürgerliche Verhältnis, auch im freiesten Staat, eine gewisse Beschränkung der Freiheit gegen den Strom schaffen von logischen Schlussfolgerungen",2,3,0,Metaphernkandidat,"[nan, 'Dämme gegen den Lauf', nan, 'Dämme', nan]","[nan, 'logische Schlüsse', nan, 'mussten sie an irgend welchen Stellen ... gegen den Lauf der logischen Schlüsse ausführen', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Folglich mußten sie an irgend welchen Stellen, deren Auswahl natürlich ganz dem subjektiven Ermessen überlassen blieb — schließlich enthält ja jede Verpflichtung, jeder Vertrag, jedes Bürgerverhältnis selbst im freiesten Staate eine gewisse Freiheitsbeschränkung — Dämme gegen den Lauf der logischen Schlüsse ausführen: beschränkung — Dämme gegen den Lauf der logischen Schlüsse ausführen:"
