index,Textstelle,Metapher,Kandidat,Nein,Metapher?,Fokus,Rahmen,Annotator,orig
207,"However, no one who agrees with Darwin's theory in general will doubt that only the constant selection which is always going on among the higher forms of life in nature impels them to advance, and that without this selection they would go backwards.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Jedoch niemand, der mit Darwins Theorie im allgemeinen einverstanden ist, wird bezweifeln, daß nur die beständige Auslese, die unter verstanden ist, wird bezweifeln, daß nur die beständige Auslese, die unter den höheren Lebensformen in der Natur sich stets vollzieht, sie zum Fortschreiten treibt und daß sie ohne diese Auslese rückwärts gehen würden. schreiten treibt und daß sie ohne diese Auslese rückwärts gehen würden."
208,"No higher moral striving could ever have germinated and taken root in us without this disposition, for only this instinctive feeling of dependence on the judgment of our comrades could lead to moral judgments and, in further development, to the subtle formation of a conscience in many people.",3,1,0,Metaphernkandidat,"['aufkeimen und Wurzel fassen', 'aufkeimen und Wurzel fassen ', ' aufkeimen und Wurzel fassen', nan]","['sittliches Bestreben', 'sittliches Bestreben ... in uns', 'Anlage', nan]","['B', 'K', 'A', 'GoldStandard']", Kein höheres sittliches Bestreben hätte ohne diese Anlage je in uns aufkeimen und Wurzel fassen können; denn nur dieses instinktive Gefühl der Abhängigkeit von dem Urteil unserer Genossen konnte zu sittlichen Urteilen und in weiterer Entwicklung bei vielen Menschen zu der subtilen Bildung eines Gewissens wicklung bei vielen Menschen zu der subtilen Bildung eines Gewissens führen.
209,"None of them is the achievement of a single generation, rather they are all the common product of many generations, one of which always stands on the shoulders of the previous and each of which has contributed its mite to the present state.",2,2,0,,"[nan, 'auf den Schultern der früheren stehen', nan, 'auf den Schultern; ihr Scherflein ... beigetragen hat']","[nan, nan, nan, 'der früheren steht; zum heutigen Stand']","['B', 'A', 'P', 'K']"," Keine von ihnen ist die Errungenschaft einer einzigen Generation, vielmehr sind sie alle das gemeinsame Produkt vieler zigen Generation, vielmehr sind sie alle das gemeinsame Produkt vieler Generationen, von denen die eine immer auf den Schultern der früheren steht und von denen jede ihr Scherflein zu dem heutigen Stande beigetragen hat."
210,"If the human being comes into the world with very specific educational dispositions and urges, then education must remain conscious of the barriers that are set for it as a result.",2,2,0,,"['Schranken, welche gesetzt sind', 'Schranken', nan, nan]","['die Erziehung', 'bewußt bleiben', nan, nan]","['B', 'A', 'P', 'K']"," Kommt der Mensch mit ganz bestimmten Bildungsanlagen und -trieben zur Welt, so muß die Erziehung sich der Schranken bewußt bleiben, welche ihr hierdurch gesetzt sind."
211,"One must not arbitrarily let the determining and the specific word, the generic concept and the species characteristic swap places and act as if nothing had been changed in the concept, so that it always tolerates the same statements.",0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Man darf eben nicht beliebig das Bestimmungs- und das bestimmte Wort, den Gattungsbegriff und das Speziesmerkmal ihre Plätze tauschen lassen und sich stellen, als wenn man an dem Begriff nichts merkmal ihre Plätze tauschen lassen und sich stellen, als wenn man an dem Begriff nichts geändert hätte, so daß er immer die nämlichen Aussagen vertrüge."
212,Just remember the storm of indignation with which Darwin's theory and its inescapable conclusions regarding the origin of man were received.,2,3,0,Metaphernkandidat,"[nan, 'Entrüstungssturmes', nan, 'des Entrüstungssturmes', nan]","[nan, 'Folgerungen hinsichtlich der Abstammung des Menschen', nan, 'Man erinnere sich nur // aber eigentlich der ganze Satz', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Man erinnere sich nur des Entrüstungssturmes, mit dem die Darwinsche Theorie und ihre unabweisbaren Folgerungen hinsichtlich der Abstammung des Menschen empfangen wurden."
213,"One can in this way a bad plant, z. B. the tendency to cruelty, never actually completely eradicated and eradicated from the child's psyche it always remains there, but it becomes harmless because it is the fruit of good upbringing in the child, and with every rising tendency to a cruel action, it is at the same time warned by thought association raises a whole complex of ideas which make that wish appear bad, contemptible, accompanied by evil consequences and therefore do not allow it to be acted upon.",2,2,0,,"[nan, 'Frucht', 'ganz ertöten', nan]","[nan, ' guter Erziehung ', 'eine böse Anlage, z.B. die Neigung zur Grausamkeit', nan]","['B', 'A', 'P', 'K']"," Man kann auf diese Weise eine böse Anlage, z. B. die Neigung zur Grausamkeit, nie eigentlich ganz ertöten und aus der Psyche des Kindes ausmerzen; sie bleibt stets darin, töten und aus der Psyche des Kindes ausmerzen; sie bleibt stets darin, aber sie wird unschädlich, weil sich als Frucht guter Erziehung im Kinde jetzt bei jeder aufsteigenden Neigung zu einer grausamen Handlung durch Gedankenassoziation zugleich abmahnend ein ganzer Komplex von Vorstellungen erhebt, welche jenen Wunsch als schlecht, als verachtenswert, als von bösen Folgen begleitet erscheinen und ihn deshalb nicht zur Tat werden lassen."
214,One can go a long way with Marx's train of thought.,0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']", Man kann mit dem Marx’schen Gedankengange eine ganze Strecke weit mitgehen.
215,"On the contrary, one can only get into the hustle and bustle of social life with the lamp of science if one sees the teleological, i. H. takes the appearances from the point of view of means and ends ordering way of looking at help.",5,0,0,Metapher,"['Leuchte der Wissenschaft', 'Getriebe; Leuchte', 'Getriebe,Leuchte', 'das Getriebe', 'Getriebe']","['in das Getriebe des gesellschaftlichen Lebens', 'des gesellschaftlichen Lebens; der Wissenschaft', 'des gesellschaftlichen Lebens,der Wissenschaft', 'des gesellschaftlichen Lebens', 'des gesellschaftlichen Lebens']","['B', 'A', 'P', 'K', 'GoldStandard']"," Man kann vielmehr in das Getriebe des gesellschaftlichen Lebens nur dann mit der Leuchte der Wissenschaft hineinkommen, schaftlichen Lebens nur dann mit der Leuchte der Wissenschaft hineinkommen, wenn man die teleologische, d. h. die Erscheinungen unter dem Gesichtspunkte von Mittel und Zweck ordnende Betrachtungsweise zu Hilfe nimmt. punkte von Mittel und Zweck ordnende Betrachtungsweise zu Hilfe nimmt."
216,It can be seen that this far-reaching elucidation of the process of fertilization has brought us only slightly closer to the solution of the actual problem of heredity.,1,3,0,,"[nan, 'Aufhellung', nan, nan]","[nan, 'des Befruchtungsvorganges', nan, nan]","['B', 'A', 'P', 'K']"," Man sieht, daß wir auch durch diese weitgehende Aufhellung des Befruchtungsvorganges der Lösung des eigentlichen Vererbungsproblems nur fruchtungsvorganges der Lösung des eigentlichen Vererbungsproblems nur unbedeutend näher gerückt sind."
217,"My undisguised disapproval, which finally led me to show him the door, did not prevent him from carrying out his purpose.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Meine unverhohlene Mißbilligung, die mich schließlich veranlaßte, ihm die Tür zu weisen, hat ihn billigung, die mich schließlich veranlaßte, ihm die Tür zu weisen, hat ihn von der Ausführung seines Vorsatzes nicht abgehalten. "
218,"With the proof of this burden of proof, the theological opposition to positive law is also defeated, and indeed with its own weapons.",1,4,0,Metaphernkandidat,"[nan, 'aus dem Felde geschlagen,mit eigenen Waffen', nan, nan, nan]","[nan, 'theologische Gegner', nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Mit dem Nachweise dieser Beweispflicht ist auch die theologische Gegnerschaft des positiven Rechts aus dem Felde geschlagen, und zwar mit ihren schaft des positiven Rechts aus dem Felde geschlagen, und zwar mit ihren eigenen Waffen."
219,"With the first misstep, the sloping track leading to an abyss is entered.",2,3,0,Metaphernkandidat,"['die abschüssige Bahn, die zu einem Abgrund führt', 'abschüssige Bahn betreten', nan, nan, nan]","['mit dem ersten [geschlechtlichen] Fehltritt', 'ersten Fehltritt', nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Mit dem ersten Fehltritt ist die abschüssige Bahn betreten, die zu einem Abgrund führt."
220,"Armed with these insights, we can now approach the state.",4,1,0,Metapher,"['ausgerüstet', 'Einsichten', nan, 'ausgerüstet / herantreten', nan]","['mit diesen Einsichten', 'ausgerüstet', nan, 'mit diesen Einsichten / an den Staat', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Mit diesen Einsichten ausgerüstet, können wir nunmehr an den Staat herantreten."
221,"With difficulty and step by step, science, whose cradle was in the same ancient cultures that first opposed fetishism, had to wrest the ground from religion, and the frontiers are still in perpetual flux today.",1,3,0,,"[nan, 'Wiege', nan, nan]","[nan, 'alten Kulturreichen', nan, nan]","['B', 'A', 'P', 'K']"," Mühsam und Schritt für Schritt hat die Wissenschaft, deren Wiege in eben denselben alten Kulturreichen stand, die zuerst dem Fetischismus entgegentraten, der Religion den reichen stand, die zuerst dem Fetischismus entgegentraten, der Religion den Boden abringen müssen, und die Grenzen sind noch heute in fortwährendem Flusse begriffen."
222,"After Chlodowech's death, the core splits. His four sons divide the kingdom into four Frankish kingdoms, which then subdue the Thuringians, Burgundians and Alamanni, and the Bavarians join them.",0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Nach Chlodowechs Tod (511) tritt »Kernteilung« ein: seine vier Söhne teilen das Reich in vier Frankenreiche, welche teilung« ein: seine vier Söhne teilen das Reich in vier Frankenreiche, welche dann noch die Thüringer, Burgunder und Alamannen unterwerfen; auch die Bayern schließen sich an."
223,"After the murders of Marius and Sulla, the market was dominated by hired gangs, and there were very few among the nobles who did not carefully avoid him.",0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Nach dem Morden des Marius und Sulla herrscht auf dem Markte der Knittel gemieteter Banden, und sehr wenige finden sich unter den hochadeligen Herrn, die ihm nicht mieteter Banden, und sehr wenige finden sich unter den hochadeligen Herrn, die ihm nicht vorsichtig aus dem Wege gingen."
224,"After we had to state negatively to what extent natural science and social science have nothing in common with each other, we now come to the task of showing to what extent they do intertwine, because all sciences ultimately focus on their goal, the promotion of human welfare unite",1,3,0,,"[nan, 'im Brennpunkt vereinigen', nan, nan]","[nan, 'alle Wissenschaften', nan, nan]","['B', 'A', 'P', 'K']"," Nachdem wir bisher negativ feststellen mußten, inwiefern Naturwissenschaft und Sozialwissenschaft keine Gemeinsamkeit miteinander haben, kommen schaft und Sozialwissenschaft keine Gemeinsamkeit miteinander haben, kommen wir nun zu der Aufgabe zu zeigen, inwiefern sie doch ineinander greifen, weil alle Wissenschaften sich schließlich in ihrem Ziele, der Förderung der menschlichen Wohlfahrt, wie in einem Brennpunkte vereinigen."
225,"Descendants, bringing the extinction of their tribe to the succumbed, had not had a single attentive spectator until Darwin. Since Darwin, man has had the privilege of not only being a participant but also an observer of this great struggle. This unusual spectator role that Darwin gave us would be a rather dubious gain if it is only a question of the aesthetic impressions of what is seen, for it is hardly a pleasure to imagine the unrelenting cruelty of nature's endless war of annihilation against living beings and them among themselves to let your eyes guide you.",1,0,0,,['dieses großen Kampfes; Zuschauerrolle; vor Augen führen zu lassen '],['Beobachter; die uns Darwin erschaffte'],['K']," Nachkommenschaft, den Unterliegenden das Erlöschen ihres Stammes bringt, hatte bis zu Darwin keinen einzigen aufmerksamen Zuschauer gehabt. Seit Darwin hat der Mensch den Vorzug, nicht nur Teilnehmer, sondern auch Beobachter dieses großen Kampfes zu sein. Diese ungewohnte Zuschauerrolle, die uns Darwin verschaffte, wäre ein recht zweifelhafter Gewinn, sofern es sich nur um die ästhetischen Eindrücke des Erschauten handelt; denn ein Vergnügen ist es kaum, sich die drücke des Erschauten handelt; denn ein Vergnügen ist es kaum, sich die unerbittliche Grausamkeit dieses endlosen Vernichtungskrieges der Natur gegen lebende Wesen und dieser unter sich vor Augen führeu zu lassen."
226,Napoleon I was years old when he showed his general genius in the brightest light in the campaign against Italy and showed the art of war new paths.,0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Napoleon I. war 27 Jahre alt, als er 1796 im Feldzug gegen Italien sein Feldherrngenie im strahlendsten Lichte zeigte und der Kriegskunst neue Bahnen wies."
227,"Of course, this important field of research, which exerts such a great attraction on every biologist as hardly any other part of his science, has meanwhile been the subject of the most diligent work.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Natürlich war dieses wichtige Forschungsgebiet, das auf jeden Biologen so große Anziehungskraft ausübt, wie kaum ein anderer Teil seiner Wissenschaft, inzwischen unablässig Gegenstand emsigster Arbeit. stand emsigster Arbeit."
228,"In addition to mandarins, there has always existed a supervisory authority, the kotao, a kind of censor who, as the conscience of the state, had to see to it that government was governed in accordance with the old laws. They are honored to the emperor and his councilors as the representatives of the state idea as protectors of the laws by the people and feared by the officials.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Neben dem Kaiser und seinen Mandarinen bestand von alters her eine Aufsichtsbehörde (Kotao), eine Art von Zensoren, die als ""das Gewissen des sichtsbehörde (Kotao), eine Art von Zensoren, die als ""das Gewissen des Staates"" darauf zu sehen hatten, daß im Sinn der alten Gesetze regiert werde; sie sind dem Kaiser und seinen Räten gegenüber die Vertreter der Staatsidee als Beschützer der Gesetze geehrt vom Volk und gefürchtet von den Beamten."
229,"New interests undermine the old sense of justice or sense of justice, and when the new interests have gained the upper hand, their sense of justice outweighs that of the old and overcomes its resistance.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Neue Interessen untergraben das alte Rechtsbewußtsein oder Rechtsgefühl, und wenn die neuen Interessen das Übergewicht erlangt gefühl, und wenn die neuen Interessen das Übergewicht erlangt haben, so wiegt auch ihr Rechtsgefühl schwerer als das der alten, und überwindet dessen Widerstand."
230,"It is not those mental qualities that are inheritable that the individual has acquired in the course of his life, obeying the pressure of external circumstances, without regard to his natural disposition, but only those that he was predestined to acquire by virtue of the faculties dormant in him.",2,2,0,,"['schlummernde', 'schlummernden', nan, nan]","['Anlagen', 'Anlagen', nan, nan]","['B', 'A', 'P', 'K']"," Nicht diejenigen geistigen Eigenschaften sind vererblich, die sich der Einzelne im Laufe seines Lebens, dem Drucke äußerer Umstände gehorchend, ohne Rücksicht auf seine natürliche Beanlagung angeeignet hat, sondern nur diejenigen, zu deren Erwerbung er kraft der in ihm schlummernden Anlagen prädestiniert war."
231,"Not only did Augustine's view of the world and history have a direct and powerful influence through the writings of the revered Church Father himself, especially his books de civitate Dei, but it has also gained new sources of distribution through its acceptance and processing by widely read authors above all through the works of Pope Gregory the Great, who stands entirely on their ground, and whose morals made the most important parts of them common property of the educated of those times.",1,4,0,Metaphernkandidat,"[nan, 'auf ihrem Boden steht', nan, nan, nan]","[nan, 'Werke', nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Nicht nur ist sie [die Welt- und Geschichtsanschauung des Augustinus] durch die Schriften des allverehrten Kirchenvaters selbst, besonders seine »22 Bücher de civitate Dei«, unmittelbar ehrten Kirchenvaters selbst, besonders seine »22 Bücher de civitate Dei«, unmittelbar von mächtigem Einfluß gewesen, sondern sie hat auch durch ihre Aufnahme und Verarbeitung seitens vielgelesener Autoren immer neue Quellen der Verbreitung gewonnen, vor allem durch die Werke Papst Gregor des Großen, der ganz auf ihrem Boden steht, und dessen »Moralia« namentlich wichtigste Stücke derselben zum Gemeingut der Gebildeten jener Zeiten gemacht haben."
232,"Not only do fragments separate in order to set out on their own, no, those that remain at home also flow apart like a jelly. Dimensions.",0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Nicht nur, daß Bruchstücke sich abtrennen, um selbständig auf die Wanderschaft zu ziehen; nein, auch diejenigen, welche in der Heimat bleiben, fließen auseinander wie eine Gallertmasse. masse."
233,"Nietzsche harbors a burning hatred of the state, i. H. the bearer of the legal coercive power, in whom he sees the protector and breeder of all mediocre and the annihilator and enemy of all great, brilliant individuals. viduen beheld.",2,2,0,,"['brennenden', 'brennenden', nan, nan]","['Haß', 'Haß', nan, nan]","['B', 'A', 'P', 'K']"," Nietzsche hegt einen brennenden Haß gegen den Staat, d. h. den Träger der rechtlichen Zwangsgewalt, in dem er den Beschützer und Züchter aller mittelmäßigen und den Vernichter und Feind aller großen, genialen Individuen erblickt. viduen erblickt."
234,"Even today, this strangling angel with unbridled horror z. B. with some Negro peoples, as it doubtless also periodically afflicted our ancestors in primeval times and, as is well known, in the Middle Ages, and even today it not infrequently returns even in countries with higher economic development, such as India and China.",1,3,0,Metaphernkandidat,"['Würgengel', nan, nan, nan]","['[Nahrungsmangel]', nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Noch heute stellt sich dieser Würgengel mit ungezügelter Schrecklichkeit z. B. bei manchen Negervölkern zeitweise ein, wie er zweifellos auch unsere Vorfahren in der Urzeit völkern zeitweise ein, wie er zweifellos auch unsere Vorfahren in der Urzeit und bekanntlich noch im Mittelalter periodisch heimgesucht hat und selbst in Ländern mit höherer wirtschaftlicher Entwicklung, wie Indien und China, noch heute nicht selten einkehrt."
235,Now the objection arises that in this way the conditions of our existence are becoming more and more complicated and artificial and that there is a danger that disregard for the laws of natural selection and natural adaptation which prevail in nature will one day no longer be neutralized by artificial means and the whole artificial building collapses.,1,4,0,Metaphernkandidat,"['das ganze künstliche Gebäude in sich zusammenstürzt', nan, nan, nan, nan]","['unserer Existenz', nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Nun liegt der Einwand nahe, daß die Bedingungen unserer Existenz auf diese Weise immer komplizierter und künstlicher werden und die Gefahr nahe bringen, daß die Nichtachtung der in der Natur herrschenden Gesetze der natürlichen Auslese und der natürlichen Anpassung sich eines Tages nicht mehr durch künstliche Mittel neutralisieren läßt und das ganze künstliche Gebäude in sich zusammenstürzt. liche Gebäude in sich zusammenstürzt."
236,"Only in this way will a motive be planted in the heart of the people itself, which has a powerful effect and keeps the individual under a spell and makes renunciation easy for him where it could never be achieved by petty coercive measures.",4,1,0,Metapher,"['gepflanzt', 'gepflanzt', 'Motiv,Herz', nan, 'gepflanzt']","['Herz des Volkes', 'ins Herz des Volkes', 'ins Herz des Volkes wird (..) gepflanzt', nan, 'Herz des Volkes']","['B', 'A', 'P', 'K', 'GoldStandard']"," Nur auf diese Weise wird ins Herz des Volkes selbst ein Motiv gepflanzt, das gewaltig wirkend den einzelnen im Banne hält und ihm die Entsagung dort leicht macht, wo sie durch kleinliche Zwangsmaßregeln überhaupt nie zu erreichen sein würde."
237,Only from the marriage of social ideas and reforms with the social meaning of a society can viable social reorganizations arise.,3,1,0,Metapher,"['Vermählung', nan, 'Vermählung', nan]","['dem sozialen Sinn; [der sozialen Ideen und Reformen]', nan, '[der sozialen Ideen und Reformen],mit dem sozialen Sinn einer Gesellschaft', nan]","['B', 'K', 'A', 'GoldStandard']", Nur aus ihrer [der sozialen Ideen und Reformen] Vermählung mit dem sozialen Sinn einer Gesellschaft können lebensfähige soziale mählung mit dem sozialen Sinn einer Gesellschaft können lebensfähige soziale Neugestaltungen entstehen.
238,"Only in so far as a need imperatively demands satisfaction does organized human activity exist, and only in this field does progress, historical development, exist.",1,3,0,,"[nan, 'gebieterisch', nan, nan]","[nan, 'Befriedigung', nan, nan]","['B', 'A', 'P', 'K']"," Nur soweit ein Bedürfnis gebieterisch Befriedigung verlangt, existiert eine organisierte menschliche Tätigkeit und nur auf diesem Gebiete existiert ein Fortschritt, eine geschichtliche Entwickelung."
239,Only a few of the directions of variation presented will be on the path that the development of the species is taking. The others are stopped by personnel selection.,0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Nur wenige der dargebotenen Variationsrichtungen werden auf der Bahn liegen, welche die Artentwicklung einschlägt. Den andern wird durch Personalselektion Einhalt getan."
240,"We do not yet know whether it is correct, but at least we will be able to follow it without harm to the extent that we, on the basis of our principles, especially the principle of adaptation, first examine the law and only then examine the nature and development of the state.",0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Ob er richtig ist, wissen wir noch nicht; aber wenigstens soweit werden wir ihm ohne Schaden folgen können, daß wir, an der Hand unserer Prinzipien, insbesondere des Anpassungsprinzips, zunächst Wesen und Werden des Rechts und dann erst das Wesen und Werden des Staates untersuchen."
241,The future will tell whether France and Italy will succeed in breaking the chains of the Roman Church and then catching up with the lead which the Protestant states have already gained over them.,2,3,0,Metaphernkandidat,"[nan, 'Fesseln', 'der römischen Kirche', nan, nan]","[nan, 'der römischen Kirche ,zu sprengen', 'Fesseln sprengen', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Ob es Frankreich und Italien gelingen wird die Fesseln der römischen Kirche zu sprengen reich und Italien gelingen wird die Fesseln der römischen Kirche zu sprengen und alsdann den Vorsprung, den die protestantischen Staaten auch vor ihnen bereits gewonnen haben, noch einzuholen, muß die Zukunft lehren."
242,"Whether here, too, individual sexual love is not the compass that guides the relationship to one another, i. H. bringing together suitable people to produce normally educated children and keeping those who are not compatible away from each other?",3,2,0,Metaphernkandidat,"['der Kompaß', 'Kompaß', nan, 'der Kompaß ... zusammenführt ... fernhält', nan]","['die individuelle Geschlechtsliebe', 'individuelle Geschlechtsliebe', nan, 'welcher die zu einander, d. h. zur Erzeugung normal gebildeter Kinder passenden Personen', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Ob nicht auch hier die individuelle Geschlechtsliebe der Kompaß ist, welcher die zu einander, d. h. zur Erzeugung normal gebildeter Kinder passenden Personen zusammenführt und die nicht zusammenpassenden von einander fernhält? passenden von einander fernhält?"
243,"Though the steering of our ship must no doubt be guided at first by knowledge, yet if we believe in a port at last to be reached it is necessary to consult the compass from time to time, and see if we, while we Avoiding rocks and shallows, we also move towards the port.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Obgleich das Steuern unseres Schiffes zweifellos durch die Kenntnis der Felsen und Untiefen zunächst geleitet werden muß, so ist es doch, wenn wir an einen endlich zu erreichenden Hafen glauben, notwendig, von Zeit zu Zeit den Kompaß zu Rate zu ziehen und zu sehen, ob wir, während wir Felsen und Untiefen vermeiden, uns auch nach dem Hafen hin bewegen.«"
244,"Although each id contains all the dispositions belonging to the development of an individual, the imprinting of a new individual is not entrusted to a single one of them, but is determined by the combined and sometimes counteracting effects of several ids of individual diversity. It is not the monarchical principle that rules here, but the resultant of competing forces.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Obgleich jedes Id sämtliche zur Entwicklung eines Individuums gehörende Anlagen enthält, so ist doch die Prägung eines neuen Individuums hörende Anlagen enthält, so ist doch die Prägung eines neuen Individuums nicht einem einzelnen von ihnen anvertraut, sondern wird durch das Zusammen- und teilweise auch Entgegenwirken mehrerer Ide von individueller sammen- und teilweise auch Entgegenwirken mehrerer Ide von individueller Verschiedenheit bestimmt. Nicht das monarchische Prinzip herrscht hier, sondern es regiert die Resultante aus konkurrierenden Kräften."
245,"The above objection is basically the same with which a farmer would have asserted in the past, when little was known about agricultural chemistry and no one had delved deeper into the history of agriculture, that the soil necessarily contained certain chemical components that it did not have in the soil has an abundance, and which are indispensable for the cultivation of grain, must become more and more impoverished if they are continually withdrawn from him without being replaced.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Obiger Einwand ist im Grunde derselbe, mit dem ein Landwirt früher, als man von Agrikulturchemie noch wenig wußte und noch niemand tiefer in die Geschichte des Landbaues eingedrungen war, die Behauptung abgefertigt hätte, daß der Boden notwendig an gewissen chemischen Bestand- gefertigt hätte, daß der Boden notwendig an gewissen chemischen Bestandteilen, die er nicht im Überfluß besitzt, und die zum Getreideanbau unentbehrlich teilen, die er nicht im Überfluß besitzt, und die zum Getreideanbau unentbehrlich sind, mehr und mehr verarmen müsse, wenn man sie ihm fortwährend entziehe, ohne sie zu ersetzen. ziehe, ohne sie zu ersetzen."
246,"Often enough those who, in their youth, rebelled against the power of tradition and could not complain enough about being violated by the shadows of the past, with a more mature view of life have been happy that reality withstood their onslaught and took him into theirs track forced.",5,0,0,Metapher,"['Vergewaltigung', 'knirschend aufbäumte, Vergewaltigung, Ansturme', 'Durch Schatten der Vergangenheit,seinem Ansturme Stand hielt,ihre [der Wirklichkeit] Gleise', 'Schatten', 'Vergewaltigung']","['durch die Schatten der Vergangenheit', 'in der Jugend, Macht des Hergebrachten, Schatten der Vergangenheit, die Wirklichkeit', 'Vergewaltigung,Wirklichkeit,zwingen', 'der Vergangenheit', 'durch die Schatten der Vergangenheit']","['B', 'A', 'P', 'K', 'GoldStandard']"," Oft genug ist derjenige, der sich in der Jugend einst knirschend gegen die Macht des Hergebrachten aufbäumte, gar nicht genug über diese Vergewaltigung durch die Schatten der Vergangenheit klagen konnte, mit gereifterer Lebensanschauung froh gewesen, daß die Wirklichkeit seinem Ansturme Stand hielt anschauung froh gewesen, daß die Wirklichkeit seinem Ansturme Stand hielt und ihn in ihre Geleise zwang."
247,"Without such rules, society would fragment again and again into atoms, or the individuals, even if they stayed together locally, would each be isolated for themselves and have no connection with the others - a condition that requires a spatial, but no social coexistence of people would be.",2,3,0,Metaphernkandidat,"['in Atome zersplittern', 'in Atome zersplittern', nan, nan, nan]","['die Gesellschaft', 'Gesellschaft', nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Ohne solche Regeln würde die Gesellschaft immer wieder in Atome zersplittern oder die Einzelnen wurden, selbst wenn sie örtlich zusammenblieben, doch jeder für sich isoliert sein und mit den anderen in keinerlei Beziehungen stehen - ein Zustand, der eben zwar ein räumliches, aber kein gesellschaftliches Zusammenleben von Menschen sein würde."
248,"If, on the other hand, one says that the drip tip is useful or valuable for the plants and if one rejects the word purposeful wherever the present or previous existence of a purpose is not proven, then the neovitalistic spook will soon come to an end.",0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Sagt man dagegen: die Träufelspitze ist für die Pflanzen nützlich oder wertvoll und weist man das Wort »zweckmäßig« überall da zurück, wo das gegenwärtige oder frühere Vorhandensein eines Zweckes nicht nachgewiesen ist, so wird dem neovitalistischen Spuk bald ein Ende gemacht sein. stischen Spuk bald ein Ende gemacht sein."
